cell1	cell2	cell3	cell4	cell5	cell6	cell7	cell8	cell9	cell10	cell11	cell12
0.29	0.29	0.29	0.29	0.43	0.29	0.29	0.29	0.29	0.29	0.29	2.35
0.29	0.29	0.29	0.29	0.39	0.29	0.29	0.29	0.29	0.29	0.29	0.18
0.29	0.29	0.29	0.29	0.78	0.29	0.29	0.29	0.29	0.29	0.29	2.37
0.3	0.3	0.3	0.3	0.7	0.3	0.3	0.3	0.3	0.3	0.3	0.21
0.3	0.3	0.3	0.3	0.56	0.3	0.3	0.3	0.3	0.3	0.3	2.2
0.3	0.3	0.3	0.3	0.67	0.3	0.3	0.3	0.3	0.3	0.3	3.42
0.3	0.3	0.3	0.3	0.67	0.3	0.3	0.3	0.3	0.3	0.3	0.06
0.3	0.3	0.3	0.3	0.5	0.3	0.3	0.3	0.3	0.3	0.3	0.99
0.3	0.3	0.3	0.3	0.85	0.3	0.3	0.3	0.3	0.3	0.3	0.63
0.3	0.3	0.3	0.3	0.43	0.3	0.3	0.3	0.3	0.3	0.3	0.27
0.3	0.3	0.3	0.3	0.1	0.3	0.3	0.3	0.3	0.3	0.3	0.85
0.3	0.3	0.3	0.3	0.02	0.3	0.3	0.3	0.3	0.3	0.3	3.02
0.3	0.3	0.3	0.3	2.83	0.3	0.3	0.3	0.3	0.3	0.3	1.71
0.31	0.31	0.31	0.31	1.21	0.31	0.31	0.31	0.31	0.31	0.31	0.05
0.31	0.31	0.31	0.31	1.41	0.31	0.31	0.31	0.31	0.31	0.31	0.14
0.31	0.31	0.31	0.31	1.16	0.31	0.31	0.31	0.31	0.31	0.31	0.74
0.31	0.31	0.31	0.31	0.91	0.31	0.31	0.31	0.31	0.31	0.31	0.44
0.31	0.31	0.31	0.31	0.8	0.31	0.31	0.31	0.31	0.31	0.31	0.6
0.31	0.31	0.31	0.31	0.34	0.31	0.31	0.31	0.31	0.31	0.31	2.05
0.31	0.31	0.31	0.31	2.04	0.31	0.31	0.31	0.31	0.31	0.31	0.76
0.31	0.31	0.31	0.31	0.21	0.31	0.31	0.31	0.31	0.31	0.31	2.02
0.31	0.31	0.31	0.31	2.2	0.31	0.31	0.31	0.31	0.31	0.31	1.56
0.31	0.31	0.31	0.31	0.54	0.31	0.31	0.31	0.31	0.31	0.31	0.67
0.32	0.32	0.32	0.32	1.3	0.32	0.32	0.32	0.32	0.32	0.32	2.06
0.32	0.32	0.32	0.32	0.12	0.32	0.32	0.32	0.32	0.32	0.32	1.87
0.32	0.32	0.32	0.32	0.76	0.32	0.32	0.32	0.32	0.32	0.32	1.81
0.32	0.32	0.32	0.32	0.51	0.32	0.32	0.32	0.32	0.32	0.32	1.3
0.32	0.32	0.32	0.32	0.1	0.32	0.32	0.32	0.32	0.32	0.32	0.67
0.32	0.32	0.32	0.32	2.67	0.32	0.32	0.32	0.32	0.32	0.32	4.13
0.32	0.32	0.32	0.32	0.07	0.32	0.32	0.32	0.32	0.32	0.32	0.69
0.32	0.32	0.32	0.32	0.2	0.32	0.32	0.32	0.32	0.32	0.32	1.13
0.32	0.32	0.32	0.32	0.86	0.32	0.32	0.32	0.32	0.32	0.32	3.17
0.32	0.32	0.32	0.32	0.76	0.32	0.32	0.32	0.32	0.32	0.32	3.25
0.33	0.33	0.33	0.33	1.93	0.33	0.33	0.33	0.33	0.33	0.33	0.37
0.33	0.33	0.33	0.33	1.31	0.33	0.33	0.33	0.33	0.33	0.33	0.85
0.33	0.33	0.33	0.33	0.65	0.33	0.33	0.33	0.33	0.33	0.33	1.19
0.33	0.33	0.33	0.33	0.23	0.33	0.33	0.33	0.33	0.33	0.33	1.88
0.33	0.33	0.33	0.33	0.23	0.33	0.33	0.33	0.33	0.33	0.33	0.53
0.33	0.33	0.33	0.33	0.47	0.33	0.33	0.33	0.33	0.33	0.33	2.68
0.33	0.33	0.33	0.33	0.5	0.33	0.33	0.33	0.33	0.33	0.33	0.19
0.33	0.33	0.33	0.33	1.36	0.33	0.33	0.33	0.33	0.33	0.33	0.71
0.33	0.33	0.33	0.33	1.13	0.33	0.33	0.33	0.33	0.33	0.33	0.74
0.33	0.33	0.33	0.33	0.43	0.33	0.33	0.33	0.33	0.33	0.33	0.69
0.34	0.34	0.34	0.34	2.59	0.34	0.34	0.34	0.34	0.34	0.34	1.92
0.34	0.34	0.34	0.34	1.07	0.34	0.34	0.34	0.34	0.34	0.34	0.42
0.34	0.34	0.34	0.34	0.27	0.34	0.34	0.34	0.34	0.34	0.34	2.03
0.34	0.34	0.34	0.34	0.87	0.34	0.34	0.34	0.34	0.34	0.34	2.78
0.34	0.34	0.34	0.34	0.05	0.34	0.34	0.34	0.34	0.34	0.34	3.94
0.34	0.34	0.34	0.34	0.58	0.34	0.34	0.34	0.34	0.34	0.34	1.2
0.34	0.34	0.34	0.34	0.57	0.34	0.34	0.34	0.34	0.34	0.34	1.19
0.34	0.34	0.34	0.34	0.45	0.34	0.34	0.34	0.34	0.34	0.34	0.58
0.34	0.34	0.34	0.34	1.02	0.34	0.34	0.34	0.34	0.34	0.34	1.1
0.34	0.34	0.34	0.34	0.72	0.34	0.34	0.34	0.34	0.34	0.34	0.98
0.35	0.35	0.35	0.35	0.95	0.35	0.35	0.35	0.35	0.35	0.35	0.49
0.35	0.35	0.35	0.35	1.39	0.35	0.35	0.35	0.35	0.35	0.35	1.55
0.35	0.35	0.35	0.35	0.21	0.35	0.35	0.35	0.35	0.35	0.35	0.27
0.35	0.35	0.35	0.35	0.28	0.35	0.35	0.35	0.35	0.35	0.35	0.78
0.35	0.35	0.35	0.35	0.6	0.35	0.35	0.35	0.35	0.35	0.35	0.07
0.35	0.35	0.35	0.35	1.56	0.35	0.35	0.35	0.35	0.35	0.35	1.2
0.35	0.35	0.35	0.35	1.21	0.35	0.35	0.35	0.35	0.35	0.35	1.17
0.35	0.35	0.35	0.35	1.32	0.35	0.35	0.35	0.35	0.35	0.35	0.64
0.35	0.35	0.35	0.35	0.5	0.35	0.35	0.35	0.35	0.35	0.35	0.22
0.35	0.35	0.35	0.35	0.76	0.35	0.35	0.35	0.35	0.35	0.35	1.16
0.36	0.36	0.36	0.36	0.82	0.36	0.36	0.36	0.36	0.36	0.36	1.56
0.36	0.36	0.36	0.36	0.22	0.36	0.36	0.36	0.36	0.36	0.36	1.57
0.36	0.36	0.36	0.36	0.35	0.36	0.36	0.36	0.36	0.36	0.36	0.01
0.36	0.36	0.36	0.36	1.1	0.36	0.36	0.36	0.36	0.36	0.36	2.24
0.36	0.36	0.36	0.36	0.03	0.36	0.36	0.36	0.36	0.36	0.36	2.25
0.36	0.36	0.36	0.36	0.05	0.36	0.36	0.36	0.36	0.36	0.36	3.6
0.36	0.36	0.36	0.36	1.02	0.36	0.36	0.36	0.36	0.36	0.36	2.17
0.36	0.36	0.36	0.36	2.21	0.36	0.36	0.36	0.36	0.36	0.36	0.13
0.36	0.36	0.36	0.36	0.47	0.36	0.36	0.36	0.36	0.36	0.36	0.99
0.36	0.36	0.36	0.36	0.28	0.36	0.36	0.36	0.36	0.36	0.36	2.07
0.37	0.37	0.37	0.37	0.87	0.37	0.37	0.37	0.37	0.37	0.37	1.82
0.37	0.37	0.37	0.37	1.91	0.37	0.37	0.37	0.37	0.37	0.37	2.89
0.37	0.37	0.37	0.37	0.71	0.37	0.37	0.37	0.37	0.37	0.37	2.5
0.37	0.37	0.37	0.37	0.84	0.37	0.37	0.37	0.37	0.37	0.37	1.13
0.37	0.37	0.37	0.37	0.24	0.37	0.37	0.37	0.37	0.37	0.37	0.6
0.37	0.37	0.37	0.37	0.58	0.37	0.37	0.37	0.37	0.37	0.37	0.98
0.37	0.37	0.37	0.37	1.14	0.37	0.37	0.37	0.37	0.37	0.37	1.71
0.37	0.37	0.37	0.37	1.16	0.37	0.37	0.37	0.37	0.37	0.37	0.13
0.37	0.37	0.37	0.37	1.87	0.37	0.37	0.37	0.37	0.37	0.37	1.64
0.37	0.37	0.37	0.37	1.31	0.37	0.37	0.37	0.37	0.37	0.37	2.51
0.38	0.38	0.38	0.38	1.65	0.38	0.38	0.38	0.38	0.38	0.38	1.33
0.38	0.38	0.38	0.38	0.34	0.38	0.38	0.38	0.38	0.38	0.38	1.67
0.38	0.38	0.38	0.38	0.66	0.38	0.38	0.38	0.38	0.38	0.38	1.12
0.38	0.38	0.38	0.38	0.82	0.38	0.38	0.38	0.38	0.38	0.38	1.74
0.38	0.38	0.38	0.38	1.22	0.38	0.38	0.38	0.38	0.38	0.38	1.59
0.38	0.38	0.38	0.38	1.24	0.38	0.38	0.38	0.38	0.38	0.38	2.22
0.38	0.38	0.38	0.38	0.67	0.38	0.38	0.38	0.38	0.38	0.38	0.2
0.38	0.38	0.38	0.38	0.75	0.38	0.38	0.38	0.38	0.38	0.38	2.49
0.38	0.38	0.38	0.38	0.14	0.38	0.38	0.38	0.38	0.38	0.38	1.1
0.38	0.38	0.38	0.38	0.31	0.38	0.38	0.38	0.38	0.38	0.38	1.82
0.39	0.39	0.39	0.39	1.44	0.39	0.39	0.39	0.39	0.39	0.39	0.82
0.39	0.39	0.39	0.39	1.27	0.39	0.39	0.39	0.39	0.39	0.39	0.15
0.39	0.39	0.39	0.39	0.37	0.39	0.39	0.39	0.39	0.39	0.39	0.53
0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	1.34
0.39	0.39	0.39	0.39	0.97	0.39	0.39	0.39	0.39	0.39	0.39	1.24
0.39	0.39	0.39	0.39	0.29	0.39	0.39	0.39	0.39	0.39	0.39	1.7
0.39	0.39	0.39	0.39	1.33	0.39	0.39	0.39	0.39	0.39	0.39	0.82
0.39	0.39	0.39	0.39	0.83	0.39	0.39	0.39	0.39	0.39	0.39	1.1
0.39	0.39	0.39	0.39	0.38	0.39	0.39	0.39	0.39	0.39	0.39	3.47
0.39	0.39	0.39	0.39	1.32	0.39	0.39	0.39	0.39	0.39	0.39	0.34
0.4	0.4	0.4	0.4	0.2	0.4	0.4	0.4	0.4	0.4	0.4	1.48
0.4	0.4	0.4	0.4	1.26	0.4	0.4	0.4	0.4	0.4	0.4	0.95
0.4	0.4	0.4	0.4	1.01	0.4	0.4	0.4	0.4	0.4	0.4	2.04
0.4	0.4	0.4	0.4	1.22	0.4	0.4	0.4	0.4	0.4	0.4	0.52
0.4	0.4	0.4	0.4	1.68	0.4	0.4	0.4	0.4	0.4	0.4	0.77
0.4	0.4	0.4	0.4	1.99	0.4	0.4	0.4	0.4	0.4	0.4	0.77
0.4	0.4	0.4	0.4	0.24	0.4	0.4	0.4	0.4	0.4	0.4	2.37
0.4	0.4	0.4	0.4	1.54	0.4	0.4	0.4	0.4	0.4	0.4	2.66
0.4	0.4	0.4	0.4	1.67	0.4	0.4	0.4	0.4	0.4	0.4	1.98
0.4	0.4	0.4	0.4	1.19	0.4	0.4	0.4	0.4	0.4	0.4	0.91
0.41	0.41	0.41	0.41	2.6	0.41	0.41	0.41	0.41	0.41	0.41	0.74
0.41	0.41	0.41	0.41	1.56	0.41	0.41	0.41	0.41	0.41	0.41	0.35
0.41	0.41	0.41	0.41	0.77	0.41	0.41	0.41	0.41	0.41	0.41	0.78
0.41	0.41	0.41	0.41	1.93	0.41	0.41	0.41	0.41	0.41	0.41	0.93
0.41	0.41	0.41	0.41	1.29	0.41	0.41	0.41	0.41	0.41	0.41	0.96
0.41	0.41	0.41	0.41	0.38	0.41	0.41	0.41	0.41	0.41	0.41	0.07
0.41	0.41	0.41	0.41	1.38	0.41	0.41	0.41	0.41	0.41	0.41	0.09
0.41	0.41	0.41	0.41	0.58	0.41	0.41	0.41	0.41	0.41	0.41	1.76
0.41	0.41	0.41	0.41	0.02	0.41	0.41	0.41	0.41	0.41	0.41	2.98
0.41	0.41	0.41	0.41	0.34	0.41	0.41	0.41	0.41	0.41	0.41	3.99
0.42	0.42	0.42	0.42	0.94	0.42	0.42	0.42	0.42	0.42	0.42	0.8
0.42	0.42	0.42	0.42	1.59	0.42	0.42	0.42	0.42	0.42	0.42	0.18
0.42	0.42	0.42	0.42	2.86	0.42	0.42	0.42	0.42	0.42	0.42	0.64
0.42	0.42	0.42	0.42	0.35	0.42	0.42	0.42	0.42	0.42	0.42	2.41
0.42	0.42	0.42	0.42	1.14	0.42	0.42	0.42	0.42	0.42	0.42	0.52
0.42	0.42	0.42	0.42	1.1	0.42	0.42	0.42	0.42	0.42	0.42	0.81
0.42	0.42	0.42	0.42	0.03	0.42	0.42	0.42	0.42	0.42	0.42	1
0.42	0.42	0.42	0.42	0.87	0.42	0.42	0.42	0.42	0.42	0.42	2.75
0.42	0.42	0.42	0.42	0.47	0.42	0.42	0.42	0.42	0.42	0.42	3.43
0.42	0.42	0.42	0.42	0.11	0.42	0.42	0.42	0.42	0.42	0.42	0.71
0.43	0.43	0.43	0.43	1.23	0.43	0.43	0.43	0.43	0.43	0.43	1.48
0.43	0.43	0.43	0.43	0.99	0.43	0.43	0.43	0.43	0.43	0.43	2.43
0.43	0.43	0.43	0.43	0.02	0.43	0.43	0.43	0.43	0.43	0.43	0.65
0.43	0.43	0.43	0.43	1.2	0.43	0.43	0.43	0.43	0.43	0.43	0.9
0.43	0.43	0.43	0.43	1.14	0.43	0.43	0.43	0.43	0.43	0.43	2.82
0.43	0.43	0.43	0.43	1.09	0.43	0.43	0.43	0.43	0.43	0.43	0.86
0.43	0.43	0.43	0.43	0.39	0.43	0.43	0.43	0.43	0.43	0.43	1.36
0.43	0.43	0.43	0.43	2.36	0.43	0.43	0.43	0.43	0.43	0.43	0.94
0.43	0.43	0.43	0.43	1.32	0.43	0.43	0.43	0.43	0.43	0.43	1.35
0.43	0.43	0.43	0.43	0	0.43	0.43	0.43	0.43	0.43	0.43	0.31
0.44	0.44	0.44	0.44	0.75	0.44	0.44	0.44	0.44	0.44	0.44	0.28
0.44	0.44	0.44	0.44	1.47	0.44	0.44	0.44	0.44	0.44	0.44	3.44
0.44	0.44	0.44	0.44	1.17	0.44	0.44	0.44	0.44	0.44	0.44	2.53
0.44	0.44	0.44	0.44	0.1	0.44	0.44	0.44	0.44	0.44	0.44	1.03
0.44	0.44	0.44	0.44	1.13	0.44	0.44	0.44	0.44	0.44	0.44	0.29
0.44	0.44	0.44	0.44	0.61	0.44	0.44	0.44	0.44	0.44	0.44	0.26
0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.79
0.44	0.44	0.44	0.44	0.89	0.44	0.44	0.44	0.44	0.44	0.44	2.63
0.44	0.44	0.44	0.44	0.6	0.44	0.44	0.44	0.44	0.44	0.44	2.03
0.44	0.44	0.44	0.44	0.27	0.44	0.44	0.44	0.44	0.44	0.44	1.18
0.45	0.45	0.45	0.45	0.99	0.45	0.45	0.45	0.45	0.45	0.45	0.88
0.45	0.45	0.45	0.45	0.18	0.45	0.45	0.45	0.45	0.45	0.45	0.62
0.45	0.45	0.45	0.45	2.12	0.45	0.45	0.45	0.45	0.45	0.45	0.24
0.45	0.45	0.45	0.45	1.1	0.45	0.45	0.45	0.45	0.45	0.45	1.2
0.45	0.45	0.45	0.45	0.6	0.45	0.45	0.45	0.45	0.45	0.45	1.52
0.45	0.45	0.45	0.45	0.81	0.45	0.45	0.45	0.45	0.45	0.45	2.89
0.45	0.45	0.45	0.45	1.85	0.45	0.45	0.45	0.45	0.45	0.45	0.4
0.45	0.45	0.45	0.45	1.76	0.45	0.45	0.45	0.45	0.45	0.45	1.89
0.45	0.45	0.45	0.45	0.35	0.45	0.45	0.45	0.45	0.45	0.45	3.69
0.45	0.45	0.45	0.45	0.83	0.45	0.45	0.45	0.45	0.45	0.45	0.23
0.46	0.46	0.46	0.46	0.63	0.46	0.46	0.46	0.46	0.46	0.46	3.14
0.46	0.46	0.46	0.46	0.98	0.46	0.46	0.46	0.46	0.46	0.46	0.99
0.46	0.46	0.46	0.46	0.64	0.46	0.46	0.46	0.46	0.46	0.46	0.24
0.46	0.46	0.46	0.46	0.97	0.46	0.46	0.46	0.46	0.46	0.46	3.2
0.46	0.46	0.46	0.46	0.72	0.46	0.46	0.46	0.46	0.46	0.46	1.71
0.46	0.46	0.46	0.46	1.74	0.46	0.46	0.46	0.46	0.46	0.46	0.62
0.46	0.46	0.46	0.46	1.56	0.46	0.46	0.46	0.46	0.46	0.46	1.75
0.46	0.46	0.46	0.46	0.55	0.46	0.46	0.46	0.46	0.46	0.46	0.48
0.46	0.46	0.46	0.46	0.06	0.46	0.46	0.46	0.46	0.46	0.46	0.36
0.46	0.46	0.46	0.46	2.36	0.46	0.46	0.46	0.46	0.46	0.46	1.84
0.47	0.47	0.47	0.47	1.24	0.47	0.47	0.47	0.47	0.47	0.47	2.15
0.47	0.47	0.47	0.47	0.5	0.47	0.47	0.47	0.47	0.47	0.47	1.84
0.47	0.47	0.47	0.47	0.76	0.47	0.47	0.47	0.47	0.47	0.47	1.43
0.47	0.47	0.47	0.47	1.22	0.47	0.47	0.47	0.47	0.47	0.47	2.14
0.47	0.47	0.47	0.47	2	0.47	0.47	0.47	0.47	0.47	0.47	1.47
0.47	0.47	0.47	0.47	0.5	0.47	0.47	0.47	0.47	0.47	0.47	2.97
0.47	0.47	0.47	0.47	0.08	0.47	0.47	0.47	0.47	0.47	0.47	0.86
0.47	0.47	0.47	0.47	0.6	0.47	0.47	0.47	0.47	0.47	0.47	2.76
0.47	0.47	0.47	0.47	0.45	0.47	0.47	0.47	0.47	0.47	0.47	1.04
0.47	0.47	0.47	0.47	1.03	0.47	0.47	0.47	0.47	0.47	0.47	0.21
0.48	0.48	0.48	0.48	0.99	0.48	0.48	0.48	0.48	0.48	0.48	1.33
0.48	0.48	0.48	0.48	2	0.48	0.48	0.48	0.48	0.48	0.48	1.2
0.48	0.48	0.48	0.48	0.5	0.48	0.48	0.48	0.48	0.48	0.48	3.47
0.48	0.48	0.48	0.48	1.33	0.48	0.48	0.48	0.48	0.48	0.48	0.65
0.48	0.48	0.48	0.48	1.12	0.48	0.48	0.48	0.48	0.48	0.48	0.11
0.48	0.48	0.48	0.48	1.41	0.48	0.48	0.48	0.48	0.48	0.48	2.67
0.48	0.48	0.48	0.48	0.71	0.48	0.48	0.48	0.48	0.48	0.48	3.25
0.48	0.48	0.48	0.48	2.53	0.48	0.48	0.48	0.48	0.48	0.48	3.23
0.48	0.48	0.48	0.48	0.18	0.48	0.48	0.48	0.48	0.48	0.48	0.82
0.48	0.48	0.48	0.48	1.3	0.48	0.48	0.48	0.48	0.48	0.48	1.34
0.49	0.49	0.49	0.49	1.56	0.49	0.49	0.49	0.49	0.49	0.49	2.78
0.49	0.49	0.49	0.49	1.16	0.49	0.49	0.49	0.49	0.49	0.49	0.74
0.49	0.49	0.49	0.49	0.72	0.49	0.49	0.49	0.49	0.49	0.49	1.9
0.49	0.49	0.49	0.49	0.17	0.49	0.49	0.49	0.49	0.49	0.49	0.2
0.49	0.49	0.49	0.49	0.47	0.49	0.49	0.49	0.49	0.49	0.49	0.3
0.49	0.49	0.49	0.49	0.41	0.49	0.49	0.49	0.49	0.49	0.49	1.85
0.49	0.49	0.49	0.49	0.63	0.49	0.49	0.49	0.49	0.49	0.49	0.19
0.49	0.49	0.49	0.49	0.82	0.49	0.49	0.49	0.49	0.49	0.49	2.27
0.49	0.49	0.49	0.49	0.63	0.49	0.49	0.49	0.49	0.49	0.49	2.47
0.49	0.49	0.49	0.49	2.89	0.49	0.49	0.49	0.49	0.49	0.49	3.75
0.5	0.5	0.5	0.5	1.33	0.5	0.5	0.5	0.5	0.5	0.5	1.98
0.5	0.5	0.5	0.5	0.44	0.5	0.5	0.5	0.5	0.5	0.5	1.5
0.5	0.5	0.5	0.5	0.46	0.5	0.5	0.5	0.5	0.5	0.5	0.01
0.5	0.5	0.5	0.5	0.41	0.5	0.5	0.5	0.5	0.5	0.5	2.37
0.5	0.5	0.5	0.5	1.95	0.5	0.5	0.5	0.5	0.5	0.5	2.24
0.5	0.5	0.5	0.5	1.19	0.5	0.5	0.5	0.5	0.5	0.5	1
0.5	0.5	0.5	0.5	0.3	0.5	0.5	0.5	0.5	0.5	0.5	1.2
0.5	0.5	0.5	0.5	0.69	0.5	0.5	0.5	0.5	0.5	0.5	1.34
0.5	0.5	0.5	0.5	1.37	0.5	0.5	0.5	0.5	0.5	0.5	1.18
0.5	0.5	0.5	0.5	1.58	0.5	0.5	0.5	0.5	0.5	0.5	4.85
0.51	0.51	0.51	0.51	0.29	0.51	0.51	0.51	0.51	0.51	0.51	1.13
0.51	0.51	0.51	0.51	1.32	0.51	0.51	0.51	0.51	0.51	0.51	0.52
0.51	0.51	0.51	0.51	0.47	0.51	0.51	0.51	0.51	0.51	0.51	1.05
0.51	0.51	0.51	0.51	0.5	0.51	0.51	0.51	0.51	0.51	0.51	1.23
0.51	0.51	0.51	0.51	0.14	0.51	0.51	0.51	0.51	0.51	0.51	0.13
0.51	0.51	0.51	0.51	2.92	0.51	0.51	0.51	0.51	0.51	0.51	2.12
0.51	0.51	0.51	0.51	1.14	0.51	0.51	0.51	0.51	0.51	0.51	0.25
0.51	0.51	0.51	0.51	0.18	0.51	0.51	0.51	0.51	0.51	0.51	0.24
0.51	0.51	0.51	0.51	0.53	0.51	0.51	0.51	0.51	0.51	0.51	2.94
0.51	0.51	0.51	0.51	0.23	0.51	0.51	0.51	0.51	0.51	0.51	0.61
0.52	0.52	0.52	0.52	0.19	0.52	0.52	0.52	0.52	0.52	0.52	1.1
0.52	0.52	0.52	0.52	1.02	0.52	0.52	0.52	0.52	0.52	0.52	1.33
0.52	0.52	0.52	0.52	0.26	0.52	0.52	0.52	0.52	0.52	0.52	0.28
0.52	0.52	0.52	0.52	0.42	0.52	0.52	0.52	0.52	0.52	0.52	2.93
0.52	0.52	0.52	0.52	0.09	0.52	0.52	0.52	0.52	0.52	0.52	1.4
0.52	0.52	0.52	0.52	0.33	0.52	0.52	0.52	0.52	0.52	0.52	0.18
0.52	0.52	0.52	0.52	0.58	0.52	0.52	0.52	0.52	0.52	0.52	0.56
0.52	0.52	0.52	0.52	0.63	0.52	0.52	0.52	0.52	0.52	0.52	0.63
0.52	0.52	0.52	0.52	0.67	0.52	0.52	0.52	0.52	0.52	0.52	2.2
0.52	0.52	0.52	0.52	0.74	0.52	0.52	0.52	0.52	0.52	0.52	0.37
0.53	0.53	0.53	0.53	2.02	0.53	0.53	0.53	0.53	0.53	0.53	0.4
0.53	0.53	0.53	0.53	1.16	0.53	0.53	0.53	0.53	0.53	0.53	2.53
0.53	0.53	0.53	0.53	2.24	0.53	0.53	0.53	0.53	0.53	0.53	1.1
0.53	0.53	0.53	0.53	0.11	0.53	0.53	0.53	0.53	0.53	0.53	0.52
0.53	0.53	0.53	0.53	0.29	0.53	0.53	0.53	0.53	0.53	0.53	2.18
0.53	0.53	0.53	0.53	0.75	0.53	0.53	0.53	0.53	0.53	0.53	0.46
0.53	0.53	0.53	0.53	0.09	0.53	0.53	0.53	0.53	0.53	0.53	1.11
0.53	0.53	0.53	0.53	1.07	0.53	0.53	0.53	0.53	0.53	0.53	1.32
0.53	0.53	0.53	0.53	0.85	0.53	0.53	0.53	0.53	0.53	0.53	3.24
0.53	0.53	0.53	0.53	1.51	0.53	0.53	0.53	0.53	0.53	0.53	1.43
0.54	0.54	0.54	0.54	1.3	0.54	0.54	0.54	0.54	0.54	0.54	1.6
0.54	0.54	0.54	0.54	0.15	0.54	0.54	0.54	0.54	0.54	0.54	0.73
0.54	0.54	0.54	0.54	0.31	0.54	0.54	0.54	0.54	0.54	0.54	2.13
0.54	0.54	0.54	0.54	0	0.54	0.54	0.54	0.54	0.54	0.54	0.38
0.54	0.54	0.54	0.54	1.32	0.54	0.54	0.54	0.54	0.54	0.54	0.01
0.54	0.54	0.54	0.54	0.66	0.54	0.54	0.54	0.54	0.54	0.54	0.67
0.54	0.54	0.54	0.54	1.49	0.54	0.54	0.54	0.54	0.54	0.54	0.85
0.54	0.54	0.54	0.54	0.76	0.54	0.54	0.54	0.54	0.54	0.54	0.3
0.54	0.54	0.54	0.54	1.62	0.54	0.54	0.54	0.54	0.54	0.54	0.98
0.54	0.54	0.54	0.54	0.46	0.54	0.54	0.54	0.54	0.54	0.54	3.62
0.55	0.55	0.55	0.55	1.31	0.55	0.55	0.55	0.55	0.55	0.55	1.19
0.55	0.55	0.55	0.55	2.38	0.55	0.55	0.55	0.55	0.55	0.55	1.68
0.55	0.55	0.55	0.55	0.56	0.55	0.55	0.55	0.55	0.55	0.55	1.12
0.55	0.55	0.55	0.55	0.6	0.55	0.55	0.55	0.55	0.55	0.55	0.02
0.55	0.55	0.55	0.55	0.32	0.55	0.55	0.55	0.55	0.55	0.55	0.21
0.55	0.55	0.55	0.55	0.31	0.55	0.55	0.55	0.55	0.55	0.55	0.27
0.55	0.55	0.55	0.55	0.64	0.55	0.55	0.55	0.55	0.55	0.55	0.17
0.55	0.55	0.55	0.55	2.08	0.55	0.55	0.55	0.55	0.55	0.55	0.4
0.55	0.55	0.55	0.55	0.73	0.55	0.55	0.55	0.55	0.55	0.55	1.73
0.55	0.55	0.55	0.55	1.17	0.55	0.55	0.55	0.55	0.55	0.55	2.31
0.56	0.56	0.56	0.56	0.92	0.56	0.56	0.56	0.56	0.56	0.56	1.49
0.56	0.56	0.56	0.56	0.36	0.56	0.56	0.56	0.56	0.56	0.56	1.05
0.56	0.56	0.56	0.56	0.05	0.56	0.56	0.56	0.56	0.56	0.56	1
0.56	0.56	0.56	0.56	1.35	0.56	0.56	0.56	0.56	0.56	0.56	0.07
0.56	0.56	0.56	0.56	1.44	0.56	0.56	0.56	0.56	0.56	0.56	2.34
0.56	0.56	0.56	0.56	1.23	0.56	0.56	0.56	0.56	0.56	0.56	0.87
0.56	0.56	0.56	0.56	1.79	0.56	0.56	0.56	0.56	0.56	0.56	0.1
0.56	0.56	0.56	0.56	0.97	0.56	0.56	0.56	0.56	0.56	0.56	2.32
0.56	0.56	0.56	0.56	0.74	0.56	0.56	0.56	0.56	0.56	0.56	1.96
0.56	0.56	0.56	0.56	0.67	0.56	0.56	0.56	0.56	0.56	0.56	0.03
0.57	0.57	0.57	0.57	0.37	0.57	0.57	0.57	0.57	0.57	0.57	1.47
0.57	0.57	0.57	0.57	1.16	0.57	0.57	0.57	0.57	0.57	0.57	1.18
0.57	0.57	0.57	0.57	2.08	0.57	0.57	0.57	0.57	0.57	0.57	0.83
0.57	0.57	0.57	0.57	0.13	0.57	0.57	0.57	0.57	0.57	0.57	0.76
0.57	0.57	0.57	0.57	0.27	0.57	0.57	0.57	0.57	0.57	0.57	2.24
0.57	0.57	0.57	0.57	0.23	0.57	0.57	0.57	0.57	0.57	0.57	1.32
0.57	0.57	0.57	0.57	0.66	0.57	0.57	0.57	0.57	0.57	0.57	1.31
0.57	0.57	0.57	0.57	3.16	0.57	0.57	0.57	0.57	0.57	0.57	4.1
0.57	0.57	0.57	0.57	0.6	0.57	0.57	0.57	0.57	0.57	0.57	0.62
0.57	0.57	0.57	0.57	0.93	0.57	0.57	0.57	0.57	0.57	0.57	0.84
0.58	0.58	0.58	0.58	0.73	0.58	0.58	0.58	0.58	0.58	0.58	1.47
0.58	0.58	0.58	0.58	0.82	0.58	0.58	0.58	0.58	0.58	0.58	1.47
0.58	0.58	0.58	0.58	1.04	0.58	0.58	0.58	0.58	0.58	0.58	1.37
0.58	0.58	0.58	0.58	0.47	0.58	0.58	0.58	0.58	0.58	0.58	1.56
0.58	0.58	0.58	0.58	1.93	0.58	0.58	0.58	0.58	0.58	0.58	0.89
0.58	0.58	0.58	0.58	2.52	0.58	0.58	0.58	0.58	0.58	0.58	1.86
0.58	0.58	0.58	0.58	1.56	0.58	0.58	0.58	0.58	0.58	0.58	4.24
